"no","id","from_id","from_name","created_time","created_time_str","year","month","day","created_time_num","weekday","message","type","likes_count","shares_count","like_share","max_evento_8046_DR","max_emisor","max_dia_8699_DR","max_dia_emisor","link"
"2596","113998707676_10151400134242677","113998707676","José María Villalta Florez-Estrada","2013-04-14T05:13:39+0000","2013-04-14","2013","04","14","14/04/13","1","La lucha contra el chorizo de la concesión de la carretera a San Ramón continúa. Fue un honor compartir con tanta gente linda y luchadora en Alajuela el pasado 11 de abril. Lo mejor de todo: haber podido recorrer libremente el Parque de Alajuela, sin guardaespaldas ni protocolo, a pesar del bloqueo del Gobierno. Conversar con la gente de forma directa, como un compañero más de lucha, sin que me tiren mangos ni tomates, con la tranquilidad de poder ver a la gente a los ojos. Si nuestro pueblo me honra con elegirme presidente aspiro a poder seguir haciendo exactamente lo mismo.","status","1678","146","1824","22.7%","57.3%","21.0%","28.8%","0"
"616","69554133109_10151571709683110","69554133109","Johnny Araya","2013-06-27T14:43:50+0000","2013-06-27","2013","06","27","27/06/13","5","Hoy muy temprano fui a despedirme de los trabajadores de recolección de basura, aseo de vías y de parques. Ellos son la cara más visible de la Municipalidad y de la Ciudad. En el pasado muchas veces me tocó ir al Plantel Municipal a apaciguar una huelga, hoy lo único que fui a apaciguar fue mi corazón por los lindos recuerdos que me quedan de todos estos años.","photo","1731","60","1791","22.3%","36.4%","20.6%","27.3%","https://www.facebook.com/photo.php?fbid=10151571709623110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"222","303450469784702_353337938129288","303450469784702","Dr. Rodolfo Hernández","2013-07-06T20:05:55+0000","2013-07-06","2013","07","06","06/07/13","7","Los costarricenses se merecen un gobierno que le genere oportunidades a todos.","photo","1660","122","1782","22.1%","22.1%","20.5%","20.5%","https://www.facebook.com/photo.php?fbid=353337928129289&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"2369","113998707676_10151612218697677","113998707676","José María Villalta Florez-Estrada","2013-08-14T22:40:37+0000","2013-08-14","2013","08","14","14/08/13","4","Las declaraciones del Presidente Ortega son inaceptables, Guanacaste está fuera de discusión. 
Es la vieja táctica de exacerbar los problemas limítrofes para desviar la atención de los problemas internos. 
No podremos tener relaciones normales con el país vecino mientras no sea respetada la soberanía territorial costarricense. 
Debemos, eso sí, separar las opiniones que tenemos sobre los gobernantes nicaragüense de las opiniones sobre el pueblo nicaragüense.","status","1617","161","1778","22.1%","55.9%","20.4%","28.1%","0"
"603","69554133109_10151595963208110","69554133109","Johnny Araya","2013-07-11T01:53:26+0000","2013-07-11","2013","07","11","11/07/13","5","Una de las citas bíblicas que más me gusta es la de Eclesiastés 3:1: “Todo tiene su tiempo y todo lo que está debajo del cielo tiene su hora“. Este es el tiempo de ganarle el pulso al pesimismo. Es el tiempo de reconocer nuestras fortalezas. Es  tiempo de construir. Es tiempo de corregir. Es tiempo para unir. Es tiempo de  soñar. ¡Es tiempo para volver creer!","status","1694","77","1771","22.0%","36.0%","20.4%","27.0%","0"
"489","303450469784702_244813195662586","303450469784702","Dr. Rodolfo Hernández","2013-04-01T09:33:06+0000","2013-04-01","2013","04","01","01/04/13","2","""Les prometo que si tengo que meter el bisturí y las tijeras, lo haré profundo"" Dr. Rodolfo Hernández.","video","1648","118","1766","21.9%","21.9%","20.3%","20.3%","https://www.youtube.com/watch?v=qocZyOwYLvc"
"629","69554133109_10151550273213110","69554133109","Johnny Araya","2013-06-16T14:08:11+0000","2013-06-16","2013","06","16","16/06/13","1","¡Feliz día a todos los padres de Costa Rica! Doy gracias a Dios por mis tres hijos de los que me siento profundamente orgulloso y por mi papá que sigue estando a mi lado y al frente de mi querida familia.","photo","1696","29","1725","21.4%","35.0%","19.8%","26.3%","https://www.facebook.com/photo.php?fbid=10151550273088110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"794","69554133109_10151387389473110","69554133109","Johnny Araya","2013-03-08T17:10:07+0000","2013-03-08","2013","03","08","08/03/13","6","En el día Internacional de la mujer, quiero unir mi voz a la de todas aquellas personas alrededor del mundo que creen en la igualdad de derechos para mujeres y hombres. Que este 8 de marzo sirva para honrar a todas las mujeres que de forma anónima  con su dedicación y esfuerzo en el trabajo y en el hogar han cambiado la historia. Hoy más que nunca debemos continuar trabajando para que sus derechos sean respetados siempre, la desigualdad laboral desaparezca y las oportunidades sean las mismas. ¡Mi respeto y admiración sobre a todo a las mujeres de nuestra bella Costa Rica!","status","1677","46","1723","21.4%","35.0%","19.8%","26.3%","0"
"783","69554133109_10151409338908110","69554133109","Johnny Araya","2013-03-21T17:56:33+0000","2013-03-21","2013","03","21","21/03/13","5","¡Celebro la noticia de que el Mundial Femenino siempre se realizará en nuestro país el próximo año! Aprovechemos esta gran oportunidad para demostrar como lo acabamos de hacer con Los Juegos Centroamericanos de que en Costa Rica sí podemos hacer bien las cosas. ¡Sigamos Festejando el Deporte!","status","1641","72","1713","21.3%","34.8%","19.7%","26.1%","0"
"369","303450469784702_328998857229863","303450469784702","Dr. Rodolfo Hernández","2013-05-11T01:31:24+0000","2013-05-11","2013","05","11","11/05/13","7","Con mi esposa Marcelle de Mezerville fui esta noche a la Basílica de Los Ángeles","photo","1664","18","1682","20.9%","20.9%","19.3%","19.3%","https://www.facebook.com/photo.php?fbid=328998850563197&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"2566","113998707676_10151452084822677","113998707676","José María Villalta Florez-Estrada","2013-05-20T16:23:06+0000","2013-05-20","2013","05","20","20/05/13","2","No tendremos el dinero de los partidos tradicionales, pero tenemos una trayectoria probada de honestidad y compromiso con el bien común. Ni el PLN ni el PUSC -es decir, el PLUSC- pueden competir con esto.","status","1519","162","1681","20.9%","52.8%","19.3%","26.5%","0"
"893","69554133109_10151172354753110","69554133109","Johnny Araya","2012-11-13T02:36:39+0000","2012-11-13","2012","11","13","13/11/12","3","No se deben pasar por alto las manifestaciones de descontento en nuestro país. En los tiempos actuales, para un político es más importante saber escuchar que saber hablar. Un pueblo no puede vivir sin esperanza y la democracia no puede vivir sin orden.","photo","1533","138","1671","20.8%","33.9%","19.2%","25.5%","https://www.facebook.com/photo.php?fbid=10151172354713110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"607","69554133109_10151588063793110","69554133109","Johnny Araya","2013-07-06T19:14:14+0000","2013-07-06","2013","07","06","06/07/13","7","NA","photo","1633","6","1639","20.4%","33.3%","18.8%","25.0%","https://www.facebook.com/photo.php?fbid=10151588063678110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"763","69554133109_10151476792623110","69554133109","Johnny Araya","2013-05-04T02:28:23+0000","2013-05-04","2013","05","04","04/05/13","7","La reunión de los Presidentes de Centroamérica con Barack Obama en nuestro país es un acontecimiento muy  alentador. Costa Rica es noticia positiva en el mundo. Por encima de temas como los migratorios y de seguridad, surge la posibilidad de concretar proyectos de cooperación en el campo energetico, así como fortalecer la pequeña y mediana empresa para un mayor impulso del emprendedurismo. ¡¡Una gran noticia!!!","status","1583","55","1638","20.4%","33.3%","18.8%","25.0%","0"
"828","69554133109_10151304219778110","69554133109","Johnny Araya","2013-02-01T18:59:40+0000","2013-02-01","2013","02","01","01/02/13","6","Ayer inscribí formalmente mi candidatura. Llegó la hora de construir acuerdos y unificar visiones. Con la comprensión y la ayuda de ustedes, es mi decisión abrir este movimiento cívico a todos los costarricenses que de buena fe estén dispuestos a trabajar conmigo. ¡Nuestro camino ya comenzó. Crecer con equidad es nuestra bandera!

Ver galería fotográfica acá: http://www.flickr.com/photos/johnnyarayamonge/","photo","1548","69","1617","20.1%","32.8%","18.6%","24.6%","https://www.facebook.com/photo.php?fbid=10151304219248110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"2342","113998707676_10151640657202677","113998707676","José María Villalta Florez-Estrada","2013-08-29T23:24:47+0000","2013-08-29","2013","08","29","29/08/13","5","Nos acaban de notificar que el Tribunal Contencioso Administrativo declaró con lugar la demanda que presentamos a favor de los niños y niñas abandonadas y en riesgo social. La sentencia condena al Estado y -por fin- le obliga a girar al PANI más de 125 mil millones de colones que durante los últimos 3 años debieron haber sido asignados a financiar programas de protección y atención integral del sector más vulnerable de nuestra población. Con esto estamos sentando un precedente importante: el Gobierno no puede recortar los recursos de los programas sociales dirigidos a proteger a quienes no pueden defenderse sol@s. Los niños y las niñas que sufren violencia y abandono no votan, no pueden salir a las calles a protestar. Por eso la Constitución y la ley obligan al Estado a darles atención prioritaria y establecen recursos con destino específico para ello. Tengo la convicción de que si esta sentencia se cumpliera, habríamos dado un paso para construir un mejor país. Felicidades a las y los compañeros trabajadores del PANI que respaldaron esta lucha desde un principio y reconocimiento al licenciado Edgardo Araya, nuestro abogado de las causas justas.","status","1389","223","1612","20.0%","50.7%","18.5%","25.5%","0"
"2600","113998707676_10151396685882677","113998707676","José María Villalta Florez-Estrada","2013-04-11T14:12:41+0000","2013-04-11","2013","04","11","11/04/13","5","Saliendo para Alajuela. Allá nos encontraremos con miles de costarricenses opuestos a la estafa de la concesión a OAS. #ConcesionesNO #SúmesealaEsperanza","status","1555","57","1612","20.0%","50.7%","18.5%","25.5%","0"
"749","69554133109_10151523477478110","69554133109","Johnny Araya","2013-06-01T14:59:18+0000","2013-06-01","2013","06","01","01/06/13","7","Dolido y triste por la muerte del conservacionista de tortugas, Jairo Mora Sandoval. Mi más sentido pésame a su familia y mi compromiso por reafirmar los valores que Jairo pregonó y que nos dan luz para profundizar nuestra vocación de país ambiental.","status","1548","49","1597","19.8%","32.4%","18.4%","24.3%","0"
"244","303450469784702_332536453542770","303450469784702","Dr. Rodolfo Hernández","2013-05-20T03:47:52+0000","2013-05-20","2013","05","20","20/05/13","2","NA","photo","1548","38","1586","19.7%","19.7%","18.2%","18.2%","https://www.facebook.com/photo.php?fbid=332536440209438&set=a.303454273117655.1073741827.303450469784702&type=1&relevant_count=1"
"759","69554133109_10151501827073110","69554133109","Johnny Araya","2013-05-19T23:46:36+0000","2013-05-19","2013","05","19","19/05/13","1","En mi casa y en familia, viendo el primer partido de la final del fútbol nacional. No soy seguidor ni del Herediano ni del Cartaginés, pero soy aficionado al fútbol y estoy seguro que disfrutaremos las emociones de este partido. ¡Que gane el mejor! Después, todos a apoyar a nuestra Selección Nacional en los partidos decisivos que se jugarán las próximas semanas.","photo","1552","23","1575","19.6%","32.0%","18.1%","24.0%","https://www.facebook.com/photo.php?fbid=10151501827033110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"2575","113998707676_10151424973482677","113998707676","José María Villalta Florez-Estrada","2013-05-01T16:50:42+0000","2013-05-01","2013","05","01","01/05/13","4","Lo prometido es deuda: el día de hoy presentamos el proyecto de reforma constitucional para eliminar la inmunidad de diputad@s, ministr@s, magistrad@s y presidentes investigad@s por delitos de corrupción. Expediente legislativo 18.755!","status","1411","154","1565","19.5%","49.2%","18.0%","24.7%","0"
"2555","113998707676_10151470831152677","113998707676","José María Villalta Florez-Estrada","2013-06-02T06:37:44+0000","2013-06-02","2013","06","02","02/06/13","1","Un abrazo solidario para la familia, amig@s y compañer@s de Jairo Mora, mártir de la lucha ambientalista por la defensa de las tortugas baula, asesinado por las bandas criminales y la indiferencia del Gobierno. Su muerte no quedará impune,  su sacrificio no será en vano. Un reconocimiento a tod@s 
aquell@s luchadores y luchadoras anónim@s que, como Jairo, se juegan a diario el pellejo defendiendo a nuestra Madre Tierra. Que la rabia y el dolor que nos embargan se conviertan en fuerza transformadora, como fue la vida de Jairo.","status","1479","84","1563","19.4%","49.1%","18.0%","24.7%","0"
